Gene	D1_Control.	D2_Control.	D3_Control.	D4_Control.	D5.ntr	D6_Control.	D1_Treated.	D2_Treated.	D3_Treated.	D4_Treated.	D5_Treated.	D6_Treated.
0610005C13Rik	18.2106	22.2179	21.5195	22.1829	15.4338	8.6847	28.33	15.5536	19.5299	17.38	23.6608	15.5664
0610007P14Rik	378.4287	435.8345	374.4752	441.2652	450.14904999999999	459.0329	343.0123	391.7225	381.8364	411.3276	379.8406	384.2796
0610009B22Rik	170.4791	214.8551	146.8747	173.7423	180.40170000000001	187.0611	207.3524	188.4052	171.8728	195.1425	163.848	149.2884
0610009L18Rik	22.8022	43.6318	29.564	24.6402	24.698799999999999	24.7574	23.5314	18.2979	29.2963	33.9253	34.3473	32.0296
0610009O20Rik	772.6479	710.9869	711.3885	638.8237	580.68090000000007	522.5381	758.6647	690.0545	752.9475	658.6655	606.5513	423.7805
0610010B08Rik	0.0265	0.0	0.0	0.0	0.0075500000000000003	0.0151	2.8739	0.6538	0.9744	2.8141	1.1896	2.8983
0610010F05Rik	601.0695	506.804	543.8378	427.5179	469.09595000000002	510.674	676.7003	495.1667	513.6759	447.9313	487.8551	516.2278
0610010K14Rik	245.4962	343.5787	312.717	272.5631	277.65395000000001	282.7448	231.8058	292.6069	265.6249	298.6629	264.7043	186.7801
0610011F06Rik	250.9976	220.1782	169.2995	175.4377	166.21809999999999	156.9985	178.106	191.2462	161.1249	198.8037	204.1031	124.1788
0610012G03Rik	319.3019	390.6294	309.0936	319.4324	321.51244999999994	323.5925	297.7947	335.4453	263.6648	326.1398	282.53	181.8457
0610030E20Rik	440.929	435.7833	442.5687	469.3309	483.5428	497.7547	444.8075	383.0325	469.7313	460.786	504.3952	585.0803
0610031O16Rik	0.0054	0.0	0.9263	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	1.3789
0610037L13Rik	482.9331	563.693	429.125	446.3173	467.73609999999996	489.1549	399.5582	466.6737	437.5006	475.4543	465.2659	408.1207
0610038B21Rik	14.8478	14.1304	23.3367	11.7972	17.175449999999998	22.5537	21.6874	17.0318	14.635	17.3816	23.6561	31.2197
0610039H22Rik	12.4727	4.3221	6.1877	5.8357	9.3581000000000003	12.8805	13.2133	11.4238	11.7205	12.8483	7.2415	22.2984
0610039K10Rik	0.0606	3.5697	7.3394	4.326	3.2486499999999996	2.1713	1.8634	2.8322	1.945	0.8667	2.4131	3.343
0610040B10Rik	19.2891	20.4565	17.9226	17.0246	18.712199999999999	20.3998	18.8574	13.4096	16.5987	17.4034	9.6624	15.4177
0610040F04Rik	1.1264	0.8855	0.8944	0.0	0.0057499999999999999	0.0115	0.0	0.0	0.977	0.0	2.2574	2.8088
0610040J01Rik	53.2573	47.1166	31.3126	32.3135	29.621549999999999	26.9296	40.5344	35.6361	45.9123	21.9032	30.9437	37.2621
0610043K17Rik	3.5582	5.2167	10.7327	10.1818	11.00375	11.8257	8.4509	10.6488	22.5083	11.9109	17.6109	11.8479
1010001N08Rik	77.5959	12.3038	26.8962	14.3405	12.589700000000001	10.8389	61.4889	17.6436	17.5624	9.9731	9.725	7.6578
1110001J03Rik	68.2585	119.0605	84.2085	102.2903	86.105150000000009	69.92	71.5959	87.0578	72.2558	90.7033	104.339	58.1298
1110002L01Rik	98.8117	106.5825	93.1959	71.4771	68.017149999999987	64.5572	106.5286	100.7385	80.0736	87.9459	76.0277	48.1577
1110004E09Rik	138.627	138.4704	147.8541	143.9767	130.05840000000001	116.1401	122.4972	149.2163	151.3765	158.5238	109.2954	81.9481
1110004F10Rik	1621.5219	1973.2425	1522.1929	1368.7933	1414.9198000000001	1461.0463	1440.9422	1569.1987	1575.2182	1419.0131	1239.2028	1234.0785
1110006O24Rik	5.7052	6.2073	8.1081	5.0632	5.7567500000000003	6.4503	8.5124	6.4235	3.8931	5.4776	0.13	11.0623
1110007C09Rik	72.8436	109.1765	105.7122	126.1348	130.77064999999999	135.4065	64.0232	94.0867	98.6281	122.788	105.6473	126.5982
1110008F13Rik	139.7775	183.8299	120.009	156.7725	145.58525	134.398	145.1344	148.458	132.8096	125.4763	135.3324	103.7413
1110008L16Rik	315.8179	272.5063	258.0239	229.0794	241.40314999999998	253.7269	272.364	256.1565	241.2086	234.4944	246.9034	228.7172
1110008P14Rik	96.7162	102.8675	106.5352	155.0423	209.12950000000001	263.2167	100.788	119.7239	90.7973	165.8394	242.9503	155.6161
1110012L19Rik	211.3247	224.614	165.704	205.3059	194.57865000000001	183.8514	163.0112	192.6581	188.4768	203.3834	191.0985	154.3996
1110015O18Rik	0.047	0.0	3.6435	1.6747	2.9573499999999999	4.24	0.9189	1.3386	1.9508	0.0	5.6702	3.1724
1110017D15Rik	5.7295	12.5717	2.594	5.9152	10.939349999999999	15.9635	7.5415	10.1894	3.8899	5.4621	2.5358	3.8366
1110019D14Rik	24.7567	7.8957	17.9863	12.7516	10.170400000000001	7.5892	27.4619	4.6576	14.6513	9.1043	3.7798	16.6475
1110020A21Rik	11.4191	15.1026	13.4254	11.0035	11.427900000000001	11.8523	18.8892	13.5251	17.5901	11.8798	14.2451	12.0643
1110025L11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110028F11Rik	17.1297	7.8404	16.0516	20.3949	24.690449999999998	28.986	17.8736	15.4756	19.522	25.6677	38.8603	45.7288
1110028F18Rik	0.0105	0.0	0.9142	0.0	0.52880000000000005	1.0576	0.0	0.0	0.0	0.0	2.2105	0.0398
1110032A03Rik	113.6351	126.0735	94.921	100.4627	110.4301	120.3975	103.6508	112.7366	144.5515	97.9893	105.6711	98.4166
1110032F04Rik	29.6411	29.2081	22.2849	68.4142	57.845500000000001	47.2768	33.8998	32.6689	22.4359	53.1968	62.6437	42.2846
1110034G24Rik	76.1865	94.9962	74.3169	98.857	88.680800000000005	78.5046	81.9781	85.6028	79.0957	107.2338	100.8121	68.117
1110036E04Rik	0.013	0.0	0.9088	0.0	1.5610999999999999	3.1222	0.0	0.0	0.0	0.0	0.0173	1.4641
1110037F02Rik	2872.6029	2701.8789	2626.8877	2403.7419	2315.6709499999997	2227.6	2675.521	2834.448	2629.9188	2506.4277	2278.8718	2114.0622
1110038B12Rik	234.1375	340.0383	294.7895	277.6963	238.858	200.0197	266.7005	308.3863	273.4417	262.9117	267.0562	173.2867
1110038F14Rik	194.3041	250.412	175.5807	165.194	172.3723	179.5506	176.2196	218.4843	187.5016	170.369	161.4944	151.0092
1110046J04Rik	8.0585	9.7	10.7068	17.1202	18.732199999999999	20.3442	7.4907	6.1309	9.7527	13.7434	17.6832	24.2082
1110051M20Rik	464.7426	525.522	442.5901	405.417	413.96775000000002	422.5185	486.3017	491.7499	405.2727	419.5572	404.7751	296.7856
1110058D11Rik	8.0751	8.7833	7.0627	14.4665	20.604399999999998	26.7423	7.484	12.0067	9.7492	13.7248	18.8888	35.0853
1110059E24Rik	572.6651	697.7804	445.2399	454.8106	461.78275000000002	468.7549	535.2985	488.0508	459.9599	466.2696	433.2947	479.0622
1110059G10Rik	183.0356	288.5445	214.9969	220.5861	265.06995000000001	309.5538	197.8803	215.4286	250.9839	210.6753	200.6633	240.2813
1110065P20Rik	30.6715	41.8371	26.8526	28.9504	24.715800000000002	20.4812	29.2119	33.6331	30.2747	28.389	29.6746	15.9259
1190002F15Rik	70.4667	112.9062	59.0782	73.2548	65.13900000000001	57.0232	86.7323	79.2748	60.5368	71.4498	54.7198	54.61
1190002N15Rik	1437.5778	2424.1	2566.9292	2072.4209	1855.9832000000001	1639.5455	1544.5757	2421.3399	2368.2051	2105.1884	1853.9646	1981.7995
1190003K10Rik	0.0054	0.0	0.0	0.8932	0.97135000000000005	1.0495	0.0	0.0	0.0	0.0	0.0071	0.0202
1190005I06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1190007I07Rik	26.1332	30.2253	26.8876	27.2768	20.663699999999999	14.0506	26.3902	35.9683	19.5181	26.5719	23.7746	17.4222
1200014J11Rik	1162.4165	1088.2194	1048.2491	946.3108	937.06434999999999	927.8179	1122.4308	1079.695	963.8754	963.7153	833.2918	936.0384
1300002E11Rik	112.547	128.7	109.2588	108.1101	126.0735	144.0369	93.2555	121.9753	133.793	121.8263	140.0089	171.9482
1300017J02Rik	16.7708	13.4516	3.4938	6.7708	4.4972500000000002	2.2237	15.1733	6.3106	3.8876	4.5213	4.8652	8.4366
1500004A13Rik	80.7088	89.6557	58.145	62.9231	83.582449999999994	104.2418	93.3098	75.5332	91.8013	83.3536	68.9449	126.0308
1500009C09Rik	1.1399	1.8074	0.8835	0.0	0.53935	1.0787	1.9036	2.3023	0.0	0.0	0.0348	1.6003
1500009L16Rik	113.5773	118.1128	86.8698	90.253	97.79910000000001	105.3452	101.7848	106.3825	96.6792	89.7549	89.0692	61.5961
1500011B03Rik	112.5795	134.0048	145.1427	155.0583	154.92740000000001	154.7965	114.9421	125.4854	144.5331	161.2609	134.1554	162.2183
1500011K16Rik	60.3646	115.438	76.0874	123.6121	127.88825	132.1644	57.4246	58.9246	90.8155	114.5466	139.8321	99.8532
1500012F01Rik	458.0259	691.5043	536.64	748.0042	669.11130000000003	590.2184	460.806	465.8057	586.922	677.95	642.0479	411.801
1500012K07Rik	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	2.5849
1500015A07Rik	92.1386	105.5773	148.7846	99.5788	126.0954	152.612	152.7094	112.6699	173.8583	74.1154	96.2526	121.8899
1500015L24Rik	0.008	0.0	0.0	0.884	0.44430000000000003	0.0046	0.0	0.0	0.0	0.9361	0.0106	1.4084
1500015O10Rik	2.4706	5.1545	24.1344	37.5599	57.856299999999997	78.1527	4.6247	4.5509	8.7557	36.6831	76.3665	54.452
1500017E21Rik	0.0488	0.8365	3.638	3.4752	3.8595999999999999	4.244	0.9176	0.0	0.9668	1.8172	3.4815	4.5334
1500026H17Rik	3.481	5.3123	3.5282	8.6361	7.5370500000000007	6.438	4.6966	1.1577	7.8255	7.3646	1.3414	10.9164
1600002D24Rik	2.3315	10.0084	1.7313	5.1715	4.2058999999999997	3.2403	0.9018	2.7559	3.9062	1.7844	4.7042	3.4788
1600002H07Rik	449.7601	355.1128	295.6612	225.631	206.38425000000001	187.1375	381.7309	354.834	292.9726	212.4702	210.2231	168.316
1600002K03Rik	30.7559	43.5226	35.8124	38.3191	33.69755	29.076	41.4736	26.8922	48.8436	47.6833	56.7477	21.0393
1600010M07Rik	0.0175	0.8911	0.0	1.7759	1.4217500000000001	1.0676	0.0	0.0	1.9666	0.9196	0.0233	0.067
1600012H06Rik	320.5446	377.1895	365.4951	460.8502	516.36005	571.8699	337.3485	313.7584	366.2054	442.4789	549.3724	532.5991
1600014C10Rik	193.1634	181.95	175.5853	198.4955	195.46440000000001	192.4333	168.6762	161.8757	188.4796	172.207	193.4426	171.0906
1600014C23Rik	1.1572	0.0	0.87	0.812	2.5106999999999999	4.2094	1.8927	2.2293	0.0	0.8959	0.0458	3.0057
1600014K23Rik	0.0127	0.9019	0.0	0.0	0.00365	0.0073	0.9509	2.4483	0.0	0.0	0.0169	0.0482
1600015I10Rik	0.0105	0.9071	0.0	0.0	0.0030000000000000001	0.006	1.9284	0.0	0.0	0.0	0.0139	1.4365
1600019K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600020E01Rik	173.9101	232.6052	219.533	222.3665	193.9829	165.5993	216.769	171.1421	215.8284	199.7076	195.8479	129.2715
1600023N17Rik	14.6287	6.1449	8.9484	9.3663	7.397450000000001	5.4286	16.1019	6.2504	3.8846	7.2943	10.641	11.5814
1600025M17Rik	0.0079	0.0	0.0	0.0	0.0022499999999999998	0.0045	2.9123	0.0	0.0	0.0	0.0105	0.0299
1600027J07Rik	2.1661	0.0	0.0	0.0	0.0037499999999999999	0.0075	0.0	0.7272	0.0	0.0	0.0173	2.7034
1600029I14Rik	4.5277	3.5325	2.6461	3.3769	2.2515000000000001	1.1261	5.684	6.6766	2.9221	3.6539	2.4545	4.9238
1600029O15Rik	0.0223	0.0	0.0	0.8411	0.95750000000000002	1.0739	0.0	0.0	1.9636	1.8661	1.1769	2.8396
1700001C02Rik	0.0053	0.0	0.9265	0.0	0.0015499999999999999	0.0031	0.0	0.7803	0.0	0.0	0.0071	0.02
1700001C19Rik	0.0577	3.5785	3.6109	2.5382	4.4449500000000004	6.3517	0.9111	0.0	0.9641	3.6886	3.5218	4.6771
1700001D01Rik	8.0536	2.522	11.622	13.6394	13.27195	12.9045	18.903	9.8448	15.6344	12.8204	18.8188	15.0433
1700001F09Rik	1.0801	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
1700001G01Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700001G11Rik	4.5439	0.7986	4.4795	2.4768	3.9167000000000001	5.3566	7.5958	5.831	4.8856	1.7763	3.606	4.9953
1700001G17Rik	12.4219	15.2239	5.2979	4.1232	7.9578500000000005	11.7925	4.664	10.7765	7.805	11.0178	7.201	10.0927
1700001J03Rik	2.1823	0.0	0.0	0.0	1.05145	2.1029	0.0	1.5353	0.0	0.9196	0.0233	0.0671
1700001J11Rik	10.1358	6.1858	4.4172	4.1626	9.5347500000000007	14.9069	7.5427	7.1268	3.8902	7.3297	3.6919	6.8419
1700001K19Rik	18.0899	10.5988	7.0726	17.1141	12.3514	7.5887	16.0412	13.5478	14.6517	11.8854	19.9936	8.9141
1700001K23Rik	12.4988	6.1103	2.5606	17.1576	17.6798	18.202	11.2984	7.6392	12.6964	19.34	10.7324	13.4375
1700001L05Rik	77.2782	61.1777	77.0438	75.7941	81.962999999999994	88.1319	64.0553	60.4773	94.7413	78.7839	61.8247	102.6352
1700001L19Rik	6.8806	10.6807	12.6127	7.6162	7.5838000000000001	7.5514	11.3317	7.7598	13.6931	3.5838	9.492	7.0558
1700001O22Rik	56.8054	59.4939	55.5503	68.2427	51.357399999999998	34.4721	57.4941	63.6325	46.8664	56.8049	47.5424	39.4161
1700001P01Rik	3.5032	9.846	7.1738	7.6941	4.9550000000000001	2.2159	6.5925	12.5601	5.8538	3.6062	8.2507	3.8021
1700003C15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003D09Rik	0.008	0.9134	0.9201	0.0	0.0023	0.0046	0.0	0.0	0.0	0.0	0.0106	1.4084
1700003E16Rik	52.2669	40.7689	52.8669	46.8124	50.814549999999997	54.8167	45.2172	48.4775	47.8477	60.5019	54.5681	45.8927
1700003E24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	8.986	4.3936	7.1988	3.3146	3.2930000000000001	3.2714	4.6933	3.3898	6.8408	6.4207	8.2054	6.6773
1700003G13Rik	2.3025	0.8219	0.0	1.6423	3.9991500000000002	6.356	0.91	0.5263	0.0	2.7414	6.8529	10.0408
1700003G18Rik	0.0263	0.8736	0.8834	1.7415	1.41015	1.0788	0.0	0.655	2.9497	0.0	2.2843	0.1016
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003I22Rik	0.0105	0.0	0.0	0.0	1.5577000000000001	3.1154	0.0	0.0	0.9813	0.0	0.0139	0.0397
1700003L19Rik	1.088	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.96	0.0	0.0	0.0	0.0071	0.0202
1700003M02Rik	5.5949	3.5471	0.0	1.6207	7.6560499999999996	13.6914	3.772	2.0028	0.9612	0.8593	2.4381	3.4373
1700003M07Rik	1.2129	0.8143	0.8283	2.5145	4.4436	6.3727	0.906	1.2525	0.9621	5.5601	8.002	7.5216
1700003P14Rik	0.008	0.0	0.0	0.8839	0.96880000000000011	1.0537	0.0	0.0	0.0	0.0	0.0106	1.4086
1700006A11Rik	0.0305	0.8658	0.0	0.8207	5.0905000000000005	9.3603	0.0	0.6351	0.9729	0.0	0.0407	0.1187
1700006E09Rik	0.013	0.9012	0.0	0.0	1.0468	2.0936	0.9505	0.0	0.0	0.0	0.0173	1.4638
1700006F04Rik	0.0977	0.7784	0.7951	5.94	7.2520500000000006	8.5641	0.8873	1.1374	4.8737	12.9695	12.7555	22.4202
1700006H21Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700007B14Rik	0.0224	0.0	1.8323	0.841	1.47655	2.1121	0.0	0.0	0.9761	0.0	1.177	2.8398
1700007F19Rik	1.2416	5.3347	6.3093	6.8948	6.6583000000000006	6.4218	0.8945	4.2173	10.7838	2.6997	5.8926	0.3534
1700007G11Rik	4.4502	2.6666	1.7637	1.6585	2.4335500000000003	3.2086	1.8712	1.3086	1.9482	3.7001	0.0708	3.2474
1700007J10Rik	52.3356	53.2069	63.6107	63.0284	55.727000000000004	48.4256	65.9745	50.5078	73.2529	62.2891	73.5073	74.1529
1700007K09Rik	0.037	0.8548	0.8659	0.0	2.6262500000000002	5.2525	0.9269	0.0	0.0	1.8371	3.4249	4.3399
1700007K13Rik	3.4922	8.0383	5.3514	6.8338	6.6410999999999998	6.4484	4.6901	6.4318	3.8935	5.4796	7.0875	8.1689
1700007L15Rik	6.8926	14.2975	11.6802	6.7274	10.3233	13.9192	10.3701	9.2334	6.8228	8.2169	7.2136	10.1495
1700007P06Rik	0.0054	0.0	0.0	0.0	1.0383	2.0766	0.0	0.0	0.0	0.0	0.0071	0.0202
1700008C04Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700008J07Rik	47.7562	38.09	53.7649	44.2349	45.778400000000005	47.3219	56.5582	52.8158	41.981	43.0184	47.5187	83.4349
1700008K24Rik	0.0105	0.0	0.0	0.0	1.0442	2.0884	0.0	0.0	0.9813	0.0	0.014	1.4371
1700008O03Rik	5.5698	1.7255	1.7464	3.4178	5.4135499999999999	7.4093	1.8616	3.6098	0.9628	0.8648	3.5423	1.9353
1700008P02Rik	0.0486	0.0	3.6386	3.476	4.38035	5.2847	0.0	0.0	3.9212	1.8175	2.3718	3.1922
1700009C05Rik	0.0079	0.0	0.0	0.8841	0.96884999999999999	1.0536	0.0	0.0	0.9826	0.0	0.0105	0.03
1700009J07Rik	1.136	0.0	0.0	0.8357	1.9931000000000001	3.1505	0.0	0.0	0.9752	1.8616	2.2763	0.0942
1700009N14Rik	0.0105	0.0	0.0	0.0	2.0705	4.141	0.0	0.0	0.0	0.0	0.014	0.0398
1700010B08Rik	1.1204	0.0	0.0	0.0	1.56715	3.1343	1.9163	0.0	0.978	0.0	0.0235	0.0677
1700010D01Rik	0.0154	0.0	0.0	0.0	0.53234999999999999	1.0647	1.9199	0.0	0.979	0.0	1.1546	1.4899
1700010I02Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700010I14Rik	49.6625	20.3589	15.1351	18.6441	21.1556	23.6671	42.5065	25.6848	22.4539	15.4987	14.4217	27.0086
1700010J16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010K23Rik	0.0568	0.8252	0.8385	2.5412	5.4867999999999997	8.4324	0.0	0.5341	2.9305	2.746	4.6279	6.0071
1700011A15Rik	0.0201	0.0	0.0	1.7651	1.4180999999999999	1.0711	0.0	0.0	0.0	1.8709	0.0268	4.0482
1700011B04Rik	0.0079	0.9135	0.0	0.8841	0.96884999999999999	1.0536	0.0	0.0	0.0	0.0	0.0105	0.0299
1700011C11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011E24Rik	0.0415	0.8475	1.7866	1.6909	3.9966499999999998	6.3024	1.8839	0.5891	2.9394	0.8872	1.2313	0.1637
1700011H14Rik	8.8707	0.0	1.7291	0.0	1.0934999999999999	2.187	17.2481	3.5246	2.9223	1.7826	1.3058	2.0254
1700011I03Rik	1.2113	1.7224	8.2572	2.5175	3.3973499999999999	4.2772	0.0	5.1906	2.9267	2.7323	1.2864	3.3877
1700011L22Rik	0.0264	0.0	1.8216	1.741	1.4100000000000001	1.079	0.9364	0.6543	1.9612	0.0	0.0352	2.8971
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0.0106	0.0	0.0	0.0	1.5578000000000001	3.1156	0.0	0.0	0.0	0.0	0.014	1.4373
1700012B07Rik	0.0227	0.0	0.0	0.0	2.6040999999999999	5.2082	0.0	0.0	0.0	0.0	1.1779	4.093
1700012B09Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.9637	0.0	0.0	0.0	0.0036	0.0102
1700012C14Rik	2.2575	2.6976	0.8587	0.0	2.6331500000000001	5.2663	0.9229	1.367	0.0	1.8286	1.2323	3.1054
1700012D01Rik	15.9603	22.2308	18.8089	23.068	16.40915	9.7503	23.5909	16.3137	16.5945	15.5377	13.1806	29.59
1700012D14Rik	25.0063	17.6731	22.3677	22.9629	23.847750000000001	24.7326	19.7605	22.7604	31.2636	19.1898	23.7685	42.8039
1700012D16Rik	9.1704	11.5098	9.8025	17.1326	17.142899999999997	17.1532	9.3918	7.6175	17.5953	11.8924	11.9058	16.5683
1700012H19Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700012I11Rik	1.0952	0.0	0.0	0.0	0.52680000000000005	1.0536	0.0	0.7611	0.0	0.0	0.0105	0.0299
1700012L04Rik	0.0104	0.9073	0.0	0.8758	0.44090000000000001	0.006	1.9285	0.0	0.0	0.0	0.0138	0.0394
1700012P22Rik	0.0132	0.0	0.0	0.0	0.53075000000000006	1.0615	0.0	0.0	0.9801	0.0	0.0175	3.9202
1700013D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	0.0286	0.8693	0.8794	0.8254	1.9927000000000001	3.16	0.9344	0.0	0.9736	1.8531	1.1956	1.6242
1700013G24Rik	0.008	0.0	0.0	0.0	1.5541499999999999	3.1083	0.0	0.0	0.0	0.0	0.0106	0.0301
1700013H16Rik	1.1614	0.8557	0.0	1.7066	3.4786999999999999	5.2508	0.9274	0.6095	0.0	1.8382	2.3261	1.6999
1700015E13Rik	2.3965	5.2708	6.2412	12.0869	10.863849999999999	9.6408	5.6306	4.8282	9.7776	8.2575	8.2809	6.8783
1700015F17Rik	0.0129	0.0	0.909	0.0	1.0467	2.0934	0.0	0.0	0.9802	0.9272	0.0172	0.049
1700015G11Rik	0.0079	0.0	0.0	0.0	0.52680000000000005	1.0536	1.9331	0.0	0.0	0.0	0.0106	0.03
1700016C15Rik	2.2408	0.8565	2.7379	0.0	1.5879000000000001	3.1758	1.8907	2.2161	0.971	0.0	1.2165	0.1408
1700016D06Rik	1.1577	0.8588	0.0	0.0	2.1049500000000001	4.2099	0.929	2.2274	0.9715	0.0	2.3187	3.0086
1700016G22Rik	0.0054	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.9601	0.0	0.984	0.0	0.0071	0.0202
1700016H13Rik	1.1309	0.0	0.0	0.8415	1.99335	3.1452	0.0	0.6755	0.0	0.9126	2.2663	0.0852
1700016K19Rik	1.2217	4.4605	5.4304	1.6152	4.0014500000000002	6.3877	2.8099	1.9899	7.845	3.6598	0.095	3.4667
1700016L04Rik	2.2242	1.796	0.8764	0.0	0.54185000000000005	1.0837	1.8979	1.438	1.959	0.0	0.0405	1.6419
1700016L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	692.968	417.1338	508.0165	403.688	362.60214999999999	321.5163	678.6152	497.4087	451.1743	424.1257	397.6916	295.1707
1700017D01Rik	0.0105	0.0	0.0	0.0	1.0441	2.0882	0.0	0.7438	0.0	0.0	1.1374	0.0396
1700017G19Rik	0.0154	0.8958	0.0	0.8605	1.4795	2.0985	0.9478	0.0	0.0	0.0	0.0204	1.4893
1700017J07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700017L05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700017N19Rik	0.0179	0.0	0.0	0.0	2.5962000000000001	5.1924	0.0	0.0	0.0	0.0	0.0238	2.7759
1700018A04Rik	85.3212	144.7622	144.3211	98.7483	80.058599999999998	61.3689	107.4236	142.9151	157.2537	112.6733	86.7681	93.4398
1700018B08Rik	0.0106	0.0	0.0	0.0	1.0442499999999999	2.0885	0.0	0.0	0.0	0.0	0.0141	2.6663
1700018B24Rik	0.0054	0.0	0.0	0.0	0.52480000000000004	1.0496	0.0	0.0	0.0	0.0	0.0072	1.3791
1700018C11Rik	0.0104	0.9073	0.0	0.0	0.0030000000000000001	0.006	0.0	0.7441	0.9814	0.0	1.1372	0.0394
1700018F24Rik	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
1700018G05Rik	2.2992	1.7342	2.6802	7.0612	5.1393000000000004	3.2174	2.8258	2.8519	0.9641	0.8694	2.4042	1.8952
1700018L02Rik	3.3543	2.6802	1.7734	2.5725	3.9276499999999999	5.2828	0.0	1.3341	1.9504	2.7639	0.064	0.1907
1700019A02Rik	0.0801	1.6958	4.4748	1.5956	5.0532999999999992	8.511	6.6315	3.4752	2.9192	5.5182	6.9926	6.4391
1700019B03Rik	1.1581	0.8585	1.8014	0.0	1.0668500000000001	2.1337	2.8597	0.0	0.9714	1.8412	0.0464	4.3026
1700019B21Rik	0.0054	0.0	0.0	0.0	0.52475000000000005	1.0495	0.96	0.0	0.0	0.0	0.0071	0.0202
1700019C18Rik	0.0054	0.0	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.0	0.0	1.1185	0.0203
1700019D03Rik	14.8073	28.5945	16.1175	7.5077	10.2225	12.9373	26.4667	20.112	22.4796	11.8576	9.6521	5.8478
1700019E08Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
1700019G17Rik	58.9436	53.3349	44.8122	39.1529	39.471550000000001	39.7902	47.1377	26.8601	43.9481	43.0597	25.1053	29.2853
1700019G24Rik	2.2642	1.7624	1.7806	0.0	1.0743	2.1486	1.8806	3.7829	1.952	2.7715	1.2387	0.1756
1700019L03Rik	11.4716	18.6395	17.9093	11.8104	17.1754	22.5404	19.7988	16.3327	16.596	14.6179	17.8222	31.0644
1700019M22Rik	0.0105	0.0	0.0	0.0	2.0705	4.141	0.0	0.0	0.0	0.0	0.014	0.0398
1700019N19Rik	1.1203	0.0	0.0	0.0	2.0817000000000001	4.1634	0.9453	0.6999	0.0	0.0	0.0235	0.0675
1700019O17Rik	0.0131	0.0	0.0	0.0	1.56125	3.1225	0.0	0.0	0.0	0.0	0.0174	2.7044
1700020A23Rik	4.4875	1.7254	0.0	2.5227	1.8195999999999999	1.1165	4.743	3.6096	0.9628	3.6775	7.9813	1.9355
1700020D05Rik	13.6434	7.8947	20.7194	8.4031	9.5942000000000007	10.7853	13.1869	13.5391	22.4936	14.6661	13.0812	8.9252
1700020D14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020G17Rik	0.0027	0.9277	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	0.0102
1700020I14Rik	715.9165	731.3692	812.6314	663.492	663.96094999999991	664.4299	846.3059	723.5279	860.3714	737.4464	637.4449	835.8214
1700020L24Rik	34.9807	17.7191	21.5165	21.3115	16.067299999999999	10.8231	23.5821	22.1835	16.5921	20.1522	16.6909	9.1867
1700020M21Rik	0.008	0.0	0.0	0.0	1.0412999999999999	2.0826	0.0	0.0	0.9826	0.0	0.0106	0.0301
1700020N01Rik	0.008	0.9133	0.0	0.0	0.52685000000000004	1.0537	0.0	0.0	0.0	0.0	0.0106	1.4086
1700020N15Rik	0.0104	0.9072	0.0	0.8758	0.96665000000000001	1.0575	0.9536	0.0	0.0	0.0	0.0139	0.0395
